"cam.id","image.label","area.mm2","elip.major.axis","elip.minor.axis","Angle","Circ.","Feret","FeretX","FeretY","FeretAngle","MinFeret","aspect.ratio","roundness","Solidity","XStart","YStart","group","side","wing","altitude","sex","genus","species","subsp","sp.subsp","envelopes.notes","unit.type","country","province","locality","right.forewing.broken","right.forewing.pred","pred.present","pred.score","unsure.pred","error.affects.length.small","error.affects.length.big","pred.more.1","pred.more.2","latitude","longitude","brood","mother.type","year","genus.sp","clade","mimicry.ring","wing.pattern","larva","sex.quant"
"CAM009314","CAM009314_d.JPG",536.825,37.308,18.321,23.645,0.658,39.23,4.2,30.199,26.971,19.96,2.036,0.491,0.973,1656,473,"cam.coll","right","forewing",6.2,"male","Heliconius","melpomene","melpomene","melpomene_melpomene","","wild","French Guiana","Cayenne","La Beaume, French Guiana","n","n","n","","n","n","n","n","n",4.7919,-52.3902,"","",2012,"Heliconius_melpomene","mel.clade","era.mel","rayed","solitary",1
"CAM009317","CAM009317_d.JPG",581.69,38.935,19.022,19.748,0.6,40.804,4.22,28.215,21.969,20.597,2.047,0.489,0.972,1887,425,"cam.coll","right","forewing",12,"male","Heliconius","melpomene","melpomene","melpomene_melpomene","","wild","French Guiana","Cayenne","Sablance (La Victoire), Route N1, km 19","n","n","n","","n","n","n","n","n",4.9632,-52.42,"","",2012,"Heliconius_melpomene","mel.clade","era.mel","rayed","solitary",1
"CAM009320","CAM009320_d.JPG",465.452,34.787,17.036,20.861,0.623,36.456,3.442,28.973,22.982,18.632,2.042,0.49,0.97,1466,556,"cam.coll","right","forewing",11.5,"male","Heliconius","erato","hydara","erato_hydara","","wild","French Guiana","Cayenne","Route to Camp Hero","n","n","n","","n","n","n","n","n",4.4744,-52.3228,"","",2012,"Heliconius_erato","era.clade","era.mel","postman","solitary",1
"CAM009321","CAM009321_d.JPG",437.307,34.336,16.216,25.003,0.649,35.757,5.27,30.607,28.697,17.689,2.117,0.472,0.973,1494,546,"cam.coll","right","forewing",11.5,"male","Heliconius","erato","hydara","erato_hydara","","wild","French Guiana","Cayenne","Route to Camp Hero","n","n","n","","n","n","n","n","n",4.4744,-52.3228,"","",2012,"Heliconius_erato","era.clade","era.mel","postman","solitary",1
"CAM009322","CAM009322_d.JPG",393.854,32.68,15.345,24.185,0.614,34.815,3.656,31.618,28.125,16.823,2.13,0.47,0.963,1446,647,"cam.coll","right","forewing",11.5,"","Heliconius","erato","hydara","erato_hydara","","wild","French Guiana","Cayenne","Route to Camp Hero","n","n","n","","n","n","n","n","n",4.4744,-52.3228,"","",2012,"Heliconius_erato","era.clade","era.mel","postman","solitary",1
"CAM009323","CAM009323_d.JPG",558.839,41.029,17.342,153.986,0.419,43.441,9.297,9.453,152.732,18.605,2.366,0.423,0.96,689,344,"resub.cam.coll","left","forewing",146,"male","Heliconius","doris","","doris_","","wild","French Guiana","Cayenne","Devez Road","n","n","n","n","n","n","n","n","n",4.509789,-52.396069,NA,NA,2012,"Heliconius_doris","mel.clade","sara","sara","gregarious",1
"CAM009324","CAM009324_d.JPG",545.543,37.993,18.282,23.327,0.624,39.372,4.122,27.67,24.666,20.073,2.078,0.481,0.97,1720,420,"cam.coll","right","forewing",146,"male","Heliconius","melpomene","melpomene","melpomene_melpomene","","wild","French Guiana","Cayenne","Devez Road","n","n","n","","n","n","n","n","n",4.509789,-52.396069,"","",2012,"Heliconius_melpomene","mel.clade","era.mel","rayed","solitary",1
"CAM009325","CAM009325_d.JPG",551.827,38.773,18.121,156.065,0.597,41.322,8.926,12.051,155.422,20.307,2.14,0.467,0.973,789,436,"resub.cam.coll","left","forewing",146,"male","Heliconius","melpomene","melpomene x thel x iope","melpomene_melpomene x thel x iope","","wild","French Guiana","Cayenne","Devez Road","n","n","n","n","n","n","n","n","n",4.509789,-52.396069,NA,NA,2012,"Heliconius_melpomene","mel.clade","era.mel","hybrid","solitary",1
"CAM009326","CAM009326_d.JPG",384.822,31.495,15.557,156.208,0.557,34.008,14.98,14.863,155.466,17.183,2.025,0.494,0.954,1059,573,"resub.cam.coll","left","forewing",12,"","Heliconius","erato","hydara","erato_hydara","","wild","French Guiana","Cayenne","Sablance (La Victoire), Route N1, km 19","n","n","n","n","n","n","n","n","n",4.9632,-52.42,NA,NA,2012,"Heliconius_erato","era.clade","era.mel","postman","solitary",1
"CAM009327","CAM009327_d.JPG",549.564,38.644,18.107,22.108,0.618,40.434,2.372,28.254,21.853,19.652,2.134,0.469,0.969,1722,467,"cam.coll","right","forewing",12,"","Heliconius","erato","hydara","erato_hydara","","wild","French Guiana","Cayenne","Sablance (La Victoire), Route N1, km 19","n","n","n","","n","n","n","n","n",4.9632,-52.42,"","",2012,"Heliconius_erato","era.clade","era.mel","postman","solitary",1
"CAM009328","CAM009328_d.JPG",485.288,36.18,17.078,25.601,0.639,37.879,4.258,28.681,25.447,18.374,2.118,0.472,0.975,1550,452,"cam.coll","right","forewing",15,"","Heliconius","erato","hydara","erato_hydara","","wild","French Guiana","Cayenne","Pointe Macouria,","n","n","n","","n","n","n","n","n",4.9138,-52.3595,"","",2007,"Heliconius_erato","era.clade","era.mel","postman","solitary",1
"CAM009329","CAM009329_d.JPG",440.925,34.597,16.227,23.689,0.622,36.877,3.111,28.798,21.79,17.596,2.132,0.469,0.977,1593,587,"cam.coll","right","forewing",12,"male","Heliconius","melpomene","melpomene","melpomene_melpomene","","wild","French Guiana","Cayenne","Sablance (La Victoire), Route N1, km 19","n","n","n","","n","n","n","n","n",4.9632,-52.42,"","",2007,"Heliconius_melpomene","mel.clade","era.mel","rayed","solitary",1
"CAM009330","CAM009330_d.JPG",471.562,35.907,16.721,158.044,0.624,37.997,11.191,13.496,158.817,18.389,2.147,0.466,0.966,937,480,"resub.cam.coll","left","forewing",12,"","Heliconius","melpomene","melpomene","melpomene_melpomene","","wild","French Guiana","Cayenne","Sablance (La Victoire), Route N1, km 19","n","n","n","n","n","n","n","n","n",4.9632,-52.42,NA,NA,2012,"Heliconius_melpomene","mel.clade","era.mel","rayed","solitary",1
"CAM009332","CAM009332_d.JPG",521.763,38.328,17.333,20.383,0.623,40.57,2.956,27.301,17.488,19.056,2.211,0.452,0.977,1712,529,"cam.coll","right","forewing",12,"","Heliconius","erato","hydara","erato_hydara","","wild","French Guiana","Cayenne","Sablance (La Victoire), Route N1, km 19","n","n","n","","n","n","n","n","n",4.9632,-52.42,"","",2009,"Heliconius_erato","era.clade","era.mel","postman","solitary",1
"CAM009333","CAM009333_d.JPG",449.799,34.909,16.406,157.369,0.575,36.24,14.18,13.223,153.394,18.007,2.128,0.47,0.965,1107,533,"resub.cam.coll","left","forewing",12,"male","Heliconius","erato","hydara","erato_hydara","","wild","French Guiana","Cayenne","Sablance (La Victoire), Route N1, km 19","n","n","n","n","n","n","n","n","n",4.9632,-52.42,NA,NA,2009,"Heliconius_erato","era.clade","era.mel","postman","solitary",1
"CAM009334","CAM009334_d.JPG",468.553,34.751,17.167,24.767,0.657,36.794,3.5,30.762,26.05,18.75,2.024,0.494,0.978,1602,570,"cam.coll","right","forewing",106,"male","Heliconius","erato","erato","erato_erato","","wild","French Guiana","Saint-Laurent-du-Maroni","Maripasoula","n","n","n","","n","n","n","n","n",3.65556,-54.0394,"","",2009,"Heliconius_erato","era.clade","era.mel","rayed","solitary",1
"CAM009335","CAM009335_d.JPG",468.058,35.867,16.616,23.544,0.644,37.718,5.328,28.953,19.892,18.26,2.159,0.463,0.977,1757,571,"cam.coll","right","forewing",106,"male","Heliconius","erato","erato","erato_erato","","wild","French Guiana","Saint-Laurent-du-Maroni","Maripasoula","n","n","n","","n","n","n","n","n",3.65556,-54.0394,"","",2009,"Heliconius_erato","era.clade","era.mel","rayed","solitary",1
"CAM009337","CAM009337_d.JPG",464.548,33.956,17.419,19.505,0.564,36.039,2.158,26.639,18.171,19.164,1.949,0.513,0.949,1415,541,"cam.coll","right","forewing",106,"female","Heliconius","erato","erato","erato_erato","","wild","French Guiana","Saint-Laurent-du-Maroni","Maripasoula","n","n","n","","n","n","n","n","n",3.65556,-54.0394,"","",2009,"Heliconius_erato","era.clade","era.mel","rayed","solitary",0
"CAM009338","CAM009338_d.JPG",385.75,31.975,15.361,21.825,0.497,35.446,3.306,29.906,28.829,17.196,2.082,0.48,0.926,1395,575,"cam.coll","right","forewing",106,"female","Heliconius","erato","erato","erato_erato","","wild","French Guiana","Saint-Laurent-du-Maroni","Maripasoula","n","n","n","","n","n","n","n","n",3.65556,-54.0394,"","",2009,"Heliconius_erato","era.clade","era.mel","rayed","solitary",0
"CAM009340","CAM009340_d.JPG",520.724,37.266,17.791,22.32,0.563,40.132,2.734,29.863,25.081,20.028,2.095,0.477,0.953,1612,475,"resub.cam.coll","right","forewing",12,"female","Heliconius","melpomene","melpomene","melpomene_melpomene","","wild","French Guiana","Cayenne","Sablance (La Victoire), Route N1, km 19","n","n","n","n","n","n","n","n","n",4.9632,-52.42,NA,NA,2009,"Heliconius_melpomene","mel.clade","era.mel","rayed","solitary",0
"CAM009342","CAM009342_d.JPG",421.366,32.848,16.333,154.414,0.576,33.923,15.755,12.76,150.039,17.458,2.011,0.497,0.975,1164,507,"cam.coll","left","forewing",156,"male","Heliconius","erato","erato","erato_erato","","wild","French Guiana","Saint-Laurent-du-Maroni","N. Wakapou, Maripausala FR GUIANA","n","n","n","","n","n","n","n","n",3.6883,-54.0825,"","",2009,"Heliconius_erato","era.clade","era.mel","rayed","solitary",1
"CAM009344","CAM009344_d.JPG",412.819,33.468,15.705,20.911,0.55,35.43,5.684,29.16,20.693,17.362,2.131,0.469,0.965,1526,632,"resub.cam.coll","right","forewing",106,"male","Heliconius","erato","erato","erato_erato","","wild","French Guiana","Saint-Laurent-du-Maroni","Maripasoula","n","n","n","n","n","n","n","n","n",3.65556,-54.0394,NA,NA,2009,"Heliconius_erato","era.clade","era.mel","rayed","solitary",1
"CAM009345","CAM009345_d.JPG",407.792,33.274,15.604,18.924,0.507,35.224,3.652,27.656,21.672,17.141,2.132,0.469,0.965,1461,631,"resub.cam.coll","right","forewing",106,"male","Heliconius","erato","erato","erato_erato","","wild","French Guiana","Saint-Laurent-du-Maroni","Maripasoula","n","n","n","n","n","n","n","n","n",3.65556,-54.0394,NA,NA,2009,"Heliconius_erato","era.clade","era.mel","rayed","solitary",1
"CAM009346","CAM009346_d.JPG",478.043,36.27,16.781,153.994,0.541,38.328,12.07,12.207,153.814,18.131,2.161,0.463,0.972,850,481,"resub.cam.coll","left","forewing",106,"male","Heliconius","erato","erato","erato_erato","","wild","French Guiana","Saint-Laurent-du-Maroni","Maripasoula","n","n","n","n","n","n","n","n","n",3.65556,-54.0394,NA,NA,2009,"Heliconius_erato","era.clade","era.mel","rayed","solitary",1
"CAM009347","CAM009347_d.JPG",514.333,37.285,17.564,155.873,0.466,39.432,9.844,11.777,157.334,19.151,2.123,0.471,0.963,780,364,"resub.cam.coll","left","forewing",156,"male","Heliconius","erato","erato","erato_erato","","wild","French Guiana","Saint-Laurent-du-Maroni","N. Wakapou, Maripausala FR GUIANA","n","n","n","n","n","n","n","n","n",3.6883,-54.0825,NA,NA,2009,"Heliconius_erato","era.clade","era.mel","rayed","solitary",1
"CAM009352","CAM009352_d.JPG",441.157,34.293,16.379,154.282,0.666,36.51,11.543,15.82,152.229,17.804,2.094,0.478,0.975,844,679,"resub.cam.coll","left","forewing",156,"","Heliconius","erato","erato","erato_erato","","wild","French Guiana","Saint-Laurent-du-Maroni","N. Wakapou, Maripausala FR GUIANA","n","n","n","n","n","n","n","n","n",3.6883,-54.0825,NA,NA,2009,"Heliconius_erato","era.clade","era.mel","rayed","solitary",1
"CAM009353","CAM009353_d.JPG",457.261,36.048,16.151,21.948,0.633,37.35,4.961,32.715,25.292,17.285,2.232,0.448,0.982,1659,701,"resub.cam.coll","right","forewing",156,"male","Heliconius","erato","erato","erato_erato","","wild","French Guiana","Saint-Laurent-du-Maroni","N. Wakapou, Maripausala FR GUIANA","n","n","n","n","n","n","n","n","n",3.6883,-54.0825,NA,NA,2009,"Heliconius_erato","era.clade","era.mel","rayed","solitary",1
"CAM009353","CAM009353_d.JPG",457.261,36.048,16.151,21.948,0.633,37.35,4.961,32.715,25.292,17.285,2.232,0.448,0.982,1659,701,"resub.cam.coll","left","forewing",156,"male","Heliconius","erato","erato","erato_erato","","wild","French Guiana","Saint-Laurent-du-Maroni","N. Wakapou, Maripausala FR GUIANA","n","n","n","n","n","n","n","n","n",3.6883,-54.0825,NA,NA,2009,"Heliconius_erato","era.clade","era.mel","rayed","solitary",1
"CAM009355","CAM009355_d.JPG",469.276,36.474,16.381,154.868,0.591,38.794,8.516,15.312,155.68,17.969,2.227,0.449,0.975,804,615,"resub.cam.coll","left","forewing",156,"","Heliconius","erato","erato","erato_erato","","wild","French Guiana","Saint-Laurent-du-Maroni","N. Wakapou, Maripausala FR GUIANA","n","n","n","n","n","n","n","n","n",3.6883,-54.0825,NA,NA,2009,"Heliconius_erato","era.clade","era.mel","rayed","solitary",1
"CAM009360","CAM009360_d.JPG",527.012,37.359,17.961,157.549,0.581,39.254,10.82,13.867,153.205,19.747,2.08,0.481,0.96,888,526,"resub.cam.coll","left","forewing",12,"female","Heliconius","erato","hydara","erato_hydara","","wild","French Guiana","Cayenne","Sablance (La Victoire), Route N1, km 19","n","n","n","n","n","n","n","n","n",4.9632,-52.42,NA,NA,2009,"Heliconius_erato","era.clade","era.mel","postman","solitary",0
"CAM009361","CAM009361_d.JPG",460.873,34.852,16.837,156.517,0.503,36.397,12.915,15.113,152.778,18.622,2.07,0.483,0.964,905,617,"cam.coll","left","forewing",12,"male","Heliconius","erato","hydara","erato_hydara","","wild","French Guiana","Cayenne","Sablance (La Victoire), Route N1, km 19","n","n","n","","n","n","n","n","n",4.9632,-52.42,"","",2009,"Heliconius_erato","era.clade","era.mel","postman","solitary",1
"CAM009362","CAM009362_d.JPG",567.347,38.538,18.744,23.409,0.661,40.084,4.336,32.938,27.597,20.397,2.056,0.486,0.976,1633,561,"cam.coll","right","forewing",12,"male","Heliconius","erato","hydara","erato_hydara","","wild","French Guiana","Cayenne","Sablance (La Victoire), Route N1, km 19","n","n","n","","n","n","n","n","n",4.9632,-52.42,"","",2009,"Heliconius_erato","era.clade","era.mel","postman","solitary",1
"CAM009364","CAM009364_d.JPG",440.312,34.4,16.297,21.053,0.647,35.597,2.878,29.943,20.662,17.776,2.111,0.474,0.975,1519,695,"cam.coll","right","forewing",12,"","Heliconius","erato","hydara","erato_hydara","","wild","French Guiana","Cayenne","Sablance (La Victoire), Route N1, km 19","n","n","n","","n","n","n","n","n",4.9632,-52.42,"","",2009,"Heliconius_erato","era.clade","era.mel","postman","solitary",1
"CAM009365","CAM009365_d.JPG",422.395,33.472,16.067,21.459,0.653,35.225,3.267,30.993,24.386,17.393,2.083,0.48,0.973,1468,671,"cam.coll","right","forewing",12,"","Heliconius","erato","hydara","erato_hydara","","wild","French Guiana","Cayenne","Sablance (La Victoire), Route N1, km 19","n","n","n","","n","n","n","n","n",4.9632,-52.42,"","",2009,"Heliconius_erato","era.clade","era.mel","postman","solitary",1
"CAM009368","CAM009368_d.JPG",486.007,36.333,17.032,21.429,0.623,38.132,2.994,29.671,19.294,18.613,2.133,0.469,0.97,1534,649,"cam.coll","right","forewing",12,"","Heliconius","erato","hydara","erato_hydara","","wild","French Guiana","Cayenne","Sablance (La Victoire), Route N1, km 19","n","n","n","","n","n","n","n","n",4.9632,-52.42,"","",2009,"Heliconius_erato","era.clade","era.mel","postman","solitary",1
"CAM009369","CAM009369_d.JPG",521.685,37.031,17.937,19.344,0.556,39.258,3.092,30.643,21.775,19.563,2.064,0.484,0.951,1707,645,"cam.coll","right","forewing",12,"female","Heliconius","numata","","numata_","","wild","French Guiana","Cayenne","Sablance (La Victoire), Route N1, km 19","n","n","n","","n","n","n","n","n",4.9632,-52.42,"","",2009,"Heliconius_numata","mel.clade",NA,NA,"solitary",0
"CAM009371","CAM009371_d.JPG",373.121,31.677,14.997,21.139,0.614,33.227,3.033,31.537,21.129,16.445,2.112,0.473,0.957,1426,805,"cam.coll","right","forewing",12,"","Heliconius","erato","hydara","erato_hydara","","wild","French Guiana","Cayenne","Sablance (La Victoire), Route N1, km 19","n","n","n","","n","n","n","n","n",4.9632,-52.42,"","",2009,"Heliconius_erato","era.clade","era.mel","postman","solitary",1
"CAM009372","CAM009372_d.JPG",501.684,36.646,17.431,22.429,0.607,38.393,2.314,28.834,18.912,18.743,2.102,0.476,0.966,1632,624,"cam.coll","right","forewing",12,"","Heliconius","erato","hydara","erato_hydara","","wild","French Guiana","Cayenne","Sablance (La Victoire), Route N1, km 19","n","n","n","","n","n","n","n","n",4.9632,-52.42,"","",2009,"Heliconius_erato","era.clade","era.mel","postman","solitary",1
"CAM009400","CAM009400_d.JPG",625.349,40.287,19.763,22.266,0.652,42.081,7.038,30.27,21.492,21.559,2.038,0.491,0.972,2021,559,"cam.coll","right","forewing",1307,"male","Heliconius","timareta","timareta","timareta_timareta","","wild","Ecuador","Tungurahua","El Topo, Baê±os - Puyo road,","n","n","n","","n","n","n","n","n",-1.39801,-78.17813,"","",2009,"Heliconius_timareta","mel.clade","era.mel","rayed","solitary",1
"CAM009401","CAM009401_d.JPG",782.764,45.863,21.731,19.027,0.667,47.861,7.227,31.426,22.861,23.969,2.111,0.474,0.981,2198,441,"redo","right","forewing",800,"male","Heliconius","numata","bicoloratus","numata_bicoloratus","","wild","Ecuador","Sucumbê_os","Lumbaqui, Succumbios","n","n","n","n","n","n","n","n","n",0.0448,-77.345,"","",2009,"Heliconius_numata","mel.clade","numata","silvanoform","solitary",1
"CAM009403","CAM009403_d.JPG",641.927,41.375,19.754,18.052,0.586,43.217,8.476,31.378,22.007,22.005,2.095,0.477,0.969,2107,551,"cam.coll","right","forewing",800,"female","Heliconius","numata","bicoloratus","numata_bicoloratus","","wild","Ecuador","Sucumbê_os","Lumbaqui, Succumbios","n","n","n","","n","n","n","n","n",0.0448,-77.345,"","",2009,"Heliconius_numata","mel.clade","numata","silvanoform","solitary",0
"CAM009405","CAM009405_d.JPG",636.731,40.567,19.984,153.364,0.688,42.137,9.297,11.035,150.785,21.774,2.03,0.493,0.979,778,373,"resub.cam.coll","left","forewing",800,"male","Heliconius","numata","bicoloratus","numata_bicoloratus","","wild","Ecuador","Napo","El Capricho, Tena-Puyo rd.","n","n","n","n","n","n","n","n","n",-1.18782,-77.83105,NA,NA,2009,"Heliconius_numata","mel.clade","numata","silvanoform","solitary",1
"CAM009406","CAM009406_d.JPG",636.462,41.217,19.661,158.915,0.589,42.701,7.305,14.648,157.235,21.613,2.096,0.477,0.973,775,531,"resub.cam.coll","left","forewing",800,"male","Heliconius","numata","euphrasius","numata_euphrasius","","wild","Ecuador","Napo","El Capricho, Tena-Puyo rd.","n","n","n","n","n","n","n","n","n",-1.18782,-77.83105,NA,NA,2009,"Heliconius_numata","mel.clade","numata","silvanoform","solitary",1
"CAM009409","CAM009409_d.JPG",618.193,40.067,19.645,21.812,0.646,42.01,7.871,31.055,22.093,21.738,2.04,0.49,0.971,1927,554,"resub.cam.coll","right","forewing",528,"male","Heliconius","numata","bicoloratus","numata_bicoloratus","","wild","Ecuador","Napo","Pimpilala","n","n","n","n","n","n","n","n","n",-1.075833,-77.937222,NA,NA,2009,"Heliconius_numata","mel.clade","numata","silvanoform","solitary",1
"CAM009409","CAM009409_d.JPG",618.193,40.067,19.645,21.812,0.646,42.01,7.871,31.055,22.093,21.738,2.04,0.49,0.971,1927,554,"resub.cam.coll","left","forewing",528,"male","Heliconius","numata","bicoloratus","numata_bicoloratus","","wild","Ecuador","Napo","Pimpilala","n","n","n","n","n","n","n","n","n",-1.075833,-77.937222,NA,NA,2009,"Heliconius_numata","mel.clade","numata","silvanoform","solitary",1
"CAM009411","CAM009411_d.JPG",624.005,40.289,19.72,154.738,0.601,41.502,9.57,12.52,150.697,21.683,2.043,0.489,0.977,810,481,"resub.cam.coll","left","forewing",528,"male","Heliconius","numata","bicoloratus","numata_bicoloratus","","wild","Ecuador","Napo","Pimpilala","n","n","n","n","n","n","n","n","n",-1.075833,-77.937222,NA,NA,2009,"Heliconius_numata","mel.clade","numata","silvanoform","solitary",1
"CAM009412","CAM009412_d.JPG",652.656,40.696,20.419,25.922,0.666,42.546,7.29,32.719,29.962,22.235,1.993,0.502,0.975,1893,437,"cam.coll","right","forewing",528,"male","Heliconius","numata","bicoloratus","numata_bicoloratus","","wild","Ecuador","Napo","Pimpilala","n","n","n","","n","n","n","n","n",-1.075833,-77.937222,"","",2009,"Heliconius_numata","mel.clade","numata","silvanoform","solitary",1
"CAM009413","CAM009413_d.JPG",726.617,44.042,21.006,156.636,0.682,46.348,5.684,11.562,155.714,23.13,2.097,0.477,0.981,656,379,"resub.cam.coll","left","forewing",528,"male","Heliconius","numata","bicoloratus","numata_bicoloratus","","wild","Ecuador","Napo","Pimpilala","n","n","n","n","n","n","n","n","n",-1.075833,-77.937222,NA,NA,2009,"Heliconius_numata","mel.clade","numata","silvanoform","solitary",1
"CAM009414","CAM009414_d.JPG",575.23,38.662,18.944,25.399,0.608,40.662,1.653,29.203,24.371,20.886,2.041,0.49,0.967,1605,501,"cam.coll","right","forewing",1307,"male","Heliconius","timareta","timareta","timareta_timareta","","wild","Ecuador","Tungurahua","El Topo, Baê±os - Puyo road,","n","n","n","","n","n","n","n","n",-1.39801,-78.17813,"","",2009,"Heliconius_timareta","mel.clade","era.mel","rayed","solitary",1
"CAM009415","CAM009415_d.JPG",531.325,37.992,17.806,156.575,0.534,40.058,9.883,13.711,153.91,19.829,2.134,0.469,0.959,852,554,"resub.cam.coll","left","forewing",1307,"male","Heliconius","timareta","timareta","timareta_timareta","","wild","Ecuador","Tungurahua","El Topo, Baños - Puyo road,","n","n","n","n","n","n","n","n","n",-1.39801,-78.17813,NA,NA,2009,"Heliconius_timareta","mel.clade","era.mel","rayed","solitary",1
"CAM009417","CAM009417_d.JPG",578.146,39.454,18.658,152.747,0.639,41.807,9.316,11.191,151.663,20.308,2.115,0.473,0.978,724,446,"resub.cam.coll","left","forewing",1307,"","Heliconius","melpomene","plesseni","melpomene_plesseni","","wild","Ecuador","Tungurahua","El Topo, Baños - Puyo road,","n","n","n","n","n","n","n","n","n",-1.39801,-78.17813,NA,NA,2009,"Heliconius_melpomene","mel.clade","era.mel","black.pink","solitary",1
"CAM009418","CAM009418_d.JPG",581.071,42.37,17.461,20.375,0.553,43.913,7.64,30.386,20.77,19.4,2.427,0.412,0.96,2117,593,"cam.coll","right","forewing",1307,"male","Heliconius","telesiphe","","telesiphe_","","wild","Ecuador","Tungurahua","El Topo, Baê±os - Puyo road,","n","n","n","","n","n","n","n","n",-1.39801,-78.17813,"","",2009,"Heliconius_telesiphe","era.clade","tele","black.yellow.red","solitary",1
"CAM009419","CAM009419_d.JPG",644.255,41.827,19.612,22.389,0.575,44.218,7.271,30.775,24.965,21.828,2.133,0.469,0.961,2135,523,"cam.coll","right","forewing",1307,"male","Heliconius","timareta","timareta","timareta_timareta","","wild","Ecuador","Tungurahua","El Topo, Baê±os - Puyo road,","n","n","n","","n","n","n","n","n",-1.39801,-78.17813,"","",2009,"Heliconius_timareta","mel.clade","era.mel","rayed","solitary",1
"CAM009420","CAM009420_d.JPG",568.434,38.639,18.731,26.201,0.607,41.16,2.489,29.883,24.979,20.721,2.063,0.485,0.967,1681,489,"cam.coll","right","forewing",1307,"male","Heliconius","timareta","timareta","timareta_timareta","","wild","Ecuador","Tungurahua","El Topo, Baê±os - Puyo road,","n","","n","","n","n","n","n","n",-1.39801,-78.17813,"","",2009,"Heliconius_timareta","mel.clade","era.mel","rayed","solitary",1
"CAM009422","CAM009422_d.JPG",642.651,40.967,19.973,153.392,0.571,43.022,9.258,9.609,149.197,21.795,2.051,0.488,0.968,655,381,"resub.cam.coll","left","forewing",1307,"male","Heliconius","timareta","timareta","timareta_timareta","","wild","Ecuador","Tungurahua","El Topo, Baños - Puyo road,","n","n","n","n","n","n","n","n","n",-1.39801,-78.17813,NA,NA,2009,"Heliconius_timareta","mel.clade","era.mel","rayed","solitary",1
"CAM009423","CAM009423_d.JPG",610.688,40.112,19.385,23.042,0.601,41.879,8.926,31.328,25.083,21.348,2.069,0.483,0.973,2046,504,"resub.cam.coll","right","forewing",1307,"","Heliconius","melpomene","plesseni","melpomene_plesseni","","wild","Ecuador","Tungurahua","El Topo, Baños - Puyo road,","n","n","n","n","n","n","n","n","n",-1.39801,-78.17813,NA,NA,2009,"Heliconius_melpomene","mel.clade","era.mel","black.pink","solitary",1
"CAM009423","CAM009423_d.JPG",610.688,40.112,19.385,23.042,0.601,41.879,8.926,31.328,25.083,21.348,2.069,0.483,0.973,2046,504,"resub.cam.coll","left","forewing",1307,"","Heliconius","melpomene","plesseni","melpomene_plesseni","","wild","Ecuador","Tungurahua","El Topo, Baños - Puyo road,","n","n","n","n","n","n","n","n","n",-1.39801,-78.17813,NA,NA,2009,"Heliconius_melpomene","mel.clade","era.mel","black.pink","solitary",1
"CAM009424","CAM009424_d.JPG",579.268,39.17,18.83,21.11,0.577,41.665,7.52,28.828,19.811,20.565,2.08,0.481,0.975,1996,576,"resub.cam.coll","right","forewing",1307,"","Heliconius","melpomene","plesseni","melpomene_plesseni","","wild","Ecuador","Tungurahua","El Topo, Baños - Puyo road,","n","n","n","n","n","n","n","n","n",-1.39801,-78.17813,NA,NA,2009,"Heliconius_melpomene","mel.clade","era.mel","black.pink","solitary",1
"CAM009424","CAM009424_d.JPG",579.268,39.17,18.83,21.11,0.577,41.665,7.52,28.828,19.811,20.565,2.08,0.481,0.975,1996,576,"resub.cam.coll","left","forewing",1307,"","Heliconius","melpomene","plesseni","melpomene_plesseni","","wild","Ecuador","Tungurahua","El Topo, Baños - Puyo road,","n","n","n","n","n","n","n","n","n",-1.39801,-78.17813,NA,NA,2009,"Heliconius_melpomene","mel.clade","era.mel","black.pink","solitary",1
"CAM009427","CAM009427_d.JPG",576.602,38.58,19.029,24.535,0.634,40.447,2.119,28.716,24.237,20.77,2.027,0.493,0.969,1595,466,"cam.coll","right","forewing",1307,"male","Heliconius","timareta","timareta","timareta_timareta","","wild","Ecuador","Tungurahua","El Topo, Baê±os - Puyo road,","n","n","n","","n","n","n","n","n",-1.39801,-78.17813,"","",2009,"Heliconius_timareta","mel.clade","era.mel","rayed","solitary",1
"CAM009428","CAM009428_d.JPG",548.879,40.339,17.325,22.696,0.535,42.332,2.683,30.835,22.608,19.642,2.328,0.429,0.944,1793,573,"cam.coll","right","forewing",1307,"male","Heliconius","telesiphe","","telesiphe_","","wild","Ecuador","Tungurahua","El Topo, Baê±os - Puyo road,","n","n","n","","n","n","n","n","n",-1.39801,-78.17813,"","",2009,"Heliconius_telesiphe","era.clade","tele","black.yellow.red","solitary",1
"CAM009429","CAM009429_d.JPG",562.288,38.409,18.64,23.01,0.641,41.105,2.605,30.194,23.558,20.461,2.061,0.485,0.981,1805,562,"cam.coll","right","forewing",1307,"","Heliconius","melpomene","plesseni","melpomene_plesseni","","wild","Ecuador","Tungurahua","El Topo, Baê±os - Puyo road,","n","n","n","","n","n","n","n","n",-1.39801,-78.17813,"","",2009,"Heliconius_melpomene","mel.clade","era.mel","black.pink","solitary",1
"CAM009430","CAM009430_d.JPG",570.772,38.485,18.884,19.908,0.586,40.513,7.212,30.697,24.585,20.759,2.038,0.491,0.964,2022,562,"cam.coll","right","forewing",1307,"male","Heliconius","timareta","timareta","timareta_timareta","","wild","Ecuador","Tungurahua","El Topo, Baê±os - Puyo road,","n","n","n","","n","n","n","n","n",-1.39801,-78.17813,"","",2009,"Heliconius_timareta","mel.clade","era.mel","rayed","solitary",1
