"cam.id","image.label","area.mm2","elip.major.axis","elip.minor.axis","Angle","Circ.","Feret","FeretX","FeretY","FeretAngle","MinFeret","aspect.ratio","roundness","Solidity","XStart","YStart","group","side","wing","altitude","sex","genus","species","subsp","sp.subsp","envelopes.notes","unit.type","country","province","locality","right.forewing.broken","right.forewing.pred","pred.present","pred.score","unsure.pred","error.affects.length.small","error.affects.length.big","pred.more.1","pred.more.2","latitude","longitude","brood","mother.type","year","genus.sp","clade","mimicry.ring","wing.pattern","larva","sex.quant"
"14N004","14N004_d.JPG",477.571,35.637,17.062,164.346,0.662,37.388,17.593,11.98,162.262,18.775,2.089,0.479,0.975,1096,317,"nn.req4.old.seq","left","forewing",1016,"male","Heliconius","melpomene","cythera","melpomene_cythera","","wild","Ecuador","","Road to Mashpi 3 (116)","n","n","n","n","n","n","n","n","n",0.19366,-78.8587,"","",2014,"Heliconius_melpomene","mel.clade","era.mel","blue","solitary",1
"14N009","14N009_d.JPG",432.105,33.732,16.31,20.018,0.57,34.929,3.962,28.111,21.715,17.986,2.068,0.484,0.957,1340,471,"nn.req4.old.seq","left","forewing",1016,"male","Heliconius","melpomene","cythera","melpomene_cythera","","wild","Ecuador","","Road to Mashpi 3 (116)","n","n","n","n","n","n","n","n","n",0.19366,-78.8587,"","",2014,"Heliconius_melpomene","mel.clade","era.mel","blue","solitary",1
"14N014","14N014_d.JPG",462.436,35.072,16.788,25.686,0.655,36.717,1.604,29.667,27.421,17.96,2.089,0.479,0.979,1169,417,"nn.req4.old.seq","left","forewing",1016,"male","Heliconius","erato","cyrbia","erato_cyrbia","","wild","Ecuador","","Road to Mashpi 3 (116)","n","n","n","n","n","n","n","n","n",0.19366,-78.8587,"","",2014,"Heliconius_erato","era.clade","era.mel","blue","solitary",1
"14N015","14N015_d.JPG",475.617,35.878,16.879,30.646,0.584,37.722,5.471,30.493,31.762,18.633,2.126,0.47,0.962,1420,381,"nn.req4.old.seq","left","forewing",1016,"male","Heliconius","melpomene","cythera","melpomene_cythera","","wild","Ecuador","","Road to Mashpi 3 (116)","n","n","n","n","n","n","n","n","n",0.19366,-78.8587,"","",2014,"Heliconius_melpomene","mel.clade","era.mel","blue","solitary",1
"14N023","14N023_d.JPG",523.071,36.712,18.141,28.769,0.617,38.679,2.901,28.205,27.409,19.849,2.024,0.494,0.971,1287,304,"nn.req4.old.seq","left","forewing",1016,"male","Heliconius","melpomene","cythera","melpomene_cythera","","wild","Ecuador","","Road to Mashpi 3 (116)","n","n","n","n","n","n","n","n","n",0.19366,-78.8587,"","",2014,"Heliconius_melpomene","mel.clade","era.mel","blue","solitary",1
"14N037","14N037_d.JPG",533.797,37.729,18.014,28.948,0.624,40.484,1.792,28.771,29.372,19.816,2.094,0.477,0.976,1331,272,"nn.req4.old.seq","left","forewing",532,"male","Heliconius","melpomene","cythera","melpomene_cythera","","wild","Ecuador","Pichincha","Guayllabamba","n","n","n","n","n","n","n","n","n",0.17533,-78.90752,"","",2014,"Heliconius_melpomene","mel.clade","era.mel","blue","solitary",1
"14N038","14N038_d.JPG",484.395,35.659,17.296,28.052,0.552,36.809,5.471,28.276,27.058,18.733,2.062,0.485,0.96,1373,356,"nn.req4.old.seq","left","forewing",532,"male","Heliconius","melpomene","cythera","melpomene_cythera","","wild","Ecuador","Pichincha","Guayllabamba","n","n","n","n","n","n","n","n","n",0.17533,-78.90752,"","",2014,"Heliconius_melpomene","mel.clade","era.mel","blue","solitary",1
"14N039","14N039_d.JPG",441.998,35.209,15.984,27.683,0.591,37.043,3.396,28.984,24.085,17.639,2.203,0.454,0.955,1268,399,"nn.req4.old.seq","left","forewing",532,"male","Heliconius","melpomene","cythera","melpomene_cythera","","wild","Ecuador","Pichincha","Guayllabamba","n","n","n","n","n","n","n","n","n",0.17533,-78.90752,"","",2014,"Heliconius_melpomene","mel.clade","era.mel","blue","solitary",1
"14N043","14N043_d.JPG",498.44,36.416,17.427,24.601,0.54,38.184,4.269,27.875,21.447,19.406,2.09,0.479,0.958,1464,403,"nn.req4.old.seq","left","forewing",532,"male","Heliconius","melpomene","cythera","melpomene_cythera","","wild","Ecuador","Pichincha","Guayllabamba","n","n","n","n","n","n","n","n","n",0.17533,-78.90752,"","",2014,"Heliconius_melpomene","mel.clade","era.mel","blue","solitary",1
"14N044","14N044_d.JPG",534.542,37.565,18.118,28.505,0.608,39.076,3.891,28.465,26.797,19.728,2.073,0.482,0.964,1436,319,"nn.req4.old.seq","left","forewing",532,"male","Heliconius","melpomene","cythera","melpomene_cythera","","wild","Ecuador","Pichincha","Guayllabamba","n","n","n","n","n","n","n","n","n",0.17533,-78.90752,"","",2014,"Heliconius_melpomene","mel.clade","era.mel","blue","solitary",1
"14N045","14N045_d.JPG",534.166,37.691,18.045,19.606,0.582,40.206,3.75,26.932,17.935,19.964,2.089,0.479,0.963,1381,438,"nn.req4.old.seq","left","forewing",532,"male","Heliconius","melpomene","cythera","melpomene_cythera","","wild","Ecuador","Pichincha","Guayllabamba","n","n","n","n","n","n","n","n","n",0.17533,-78.90752,"","",2014,"Heliconius_melpomene","mel.clade","era.mel","blue","solitary",1
"14N506","14N506_d.JPG",395.729,32.642,15.436,35.007,0.524,34.939,4.08,31.389,36.104,17.586,2.115,0.473,0.942,1236,378,"nn.req4.old.seq","left","forewing",532,"female","Heliconius","melpomene","cythera","melpomene_cythera","","wild","Ecuador","Pichincha","Guayllabamba","n","n","n","n","n","n","n","n","n",0.17533,-78.90752,"","",2014,"Heliconius_melpomene","mel.clade","era.mel","blue","solitary",0
"14N507","14N507_d.JPG",465.489,35.64,16.629,26.035,0.527,37.959,4.292,28.394,26.056,18.792,2.143,0.467,0.938,1435,336,"nn.req4.old.seq","left","forewing",532,"female","Heliconius","melpomene","cythera","melpomene_cythera","","wild","Ecuador","Pichincha","Guayllabamba","n","n","n","n","n","n","n","n","n",0.17533,-78.90752,"","",2014,"Heliconius_melpomene","mel.clade","era.mel","blue","solitary",0
"15N016","15N016_d.JPG",402.023,32.214,15.89,17.936,0.63,34.104,0.33,26.012,16.016,17.329,2.027,0.493,0.968,1060,509,"nn.req4.old.seq","left","forewing",542,"male","Heliconius","erato","cyrbia","erato_cyrbia","","wild","Ecuador","","Mashpi town (117)","n","n","n","n","n","n","n","n","n",0.17533,-78.90752,"","",2015,"Heliconius_erato","era.clade","era.mel","blue","solitary",1
"15N017","15N017_d.JPG",390.753,31.634,15.727,33.671,0.577,33.711,5.306,30.587,33.935,17.209,2.011,0.497,0.959,1153,388,"nn.req4.old.seq","left","forewing",542,"female","Heliconius","erato","cyrbia","erato_cyrbia","","wild","Ecuador","","Mashpi town (117)","n","n","n","n","n","n","n","n","n",0.17533,-78.90752,"","",2015,"Heliconius_erato","era.clade","era.mel","blue","solitary",0
"15N020","15N020_d.JPG",480.123,34.98,17.476,25.566,0.614,37.237,3.207,27.073,21.707,19.033,2.002,0.5,0.965,1325,382,"nn.req4.old.seq","left","forewing",1016,"male","Heliconius","melpomene","cythera","melpomene_cythera","","wild","Ecuador","Pichincha","Road to Mashpi 2 (116)","n","n","n","n","n","n","n","n","n",0.17533,-78.90752,"","",2015,"Heliconius_melpomene","mel.clade","era.mel","blue","solitary",1
"15N038","15N038_d.JPG",490.443,35.731,17.476,23.485,0.63,37.696,4.056,27.852,20.623,18.991,2.045,0.489,0.976,1408,445,"nn.req4.old.seq","left","forewing",542,"male","Heliconius","melpomene","cythera","melpomene_cythera","","wild","Ecuador","Pichincha","Mashpi town (117)","n","n","n","n","n","n","n","n","n",0.17533,-78.90752,"","",2015,"Heliconius_melpomene","mel.clade","era.mel","blue","solitary",1
"15N104","15N104_d.JPG",344.895,30.055,14.611,26.317,0.604,31.386,3.75,28.252,24.505,15.836,2.057,0.486,0.969,1116,508,"nn.req4.old.seq","left","forewing",1178,"male","Heliconius","erato","hybrid","erato_hybrid","","wild","Colombia","","Queremal (Rio San Juan, Vereda El Digua)","n","n","n","n","n","n","n","n","n",3.500833333,-76.75722222,"","",2015,"Heliconius_erato","era.clade",NA,NA,"solitary",1
"15N110","15N110_d.JPG",577.323,38.36,19.163,155.621,0.645,40.074,21.012,10.07,151.263,20.758,2.002,0.5,0.976,1162,327,"nn.req4.old.seq","left","forewing",1178,"male","Heliconius","melpomene","vulcanus","melpomene_vulcanus","","wild","Colombia","","Queremal (Rio San Juan, Vereda El Digua)","n","n","n","n","n","n","n","n","n",3.500833333,-76.75722222,"","",2015,"Heliconius_melpomene","mel.clade","era.mel","blue","solitary",1
"15N111","15N111_d.JPG",554.039,38.44,18.351,19.366,0.589,40.549,2.264,27.144,17.813,19.85,2.095,0.477,0.965,1413,409,"nn.req4.old.seq","left","forewing",1178,"male","Heliconius","erato","venus","erato_venus","","wild","Colombia","","Queremal (Rio San Juan, Vereda El Digua)","n","n","n","n","n","n","n","n","n",3.500833333,-76.75722222,"","",2015,"Heliconius_erato","era.clade","era.mel","blue","solitary",1
"15N112","15N112_d.JPG",532.482,37.776,17.947,22.664,0.588,39.796,2.453,28.135,21.228,19.556,2.105,0.475,0.97,1304,391,"nn.req4.old.seq","left","forewing",1178,"male","Heliconius","erato","venus","erato_venus","","wild","Colombia","","Queremal (Rio San Juan, Vereda El Digua)","n","n","n","n","n","n","n","n","n",3.500833333,-76.75722222,"","",2015,"Heliconius_erato","era.clade","era.mel","blue","solitary",1
"15N113","15N113_d.JPG",522.785,37.064,17.959,32.896,0.575,39.731,3.254,30.87,32.492,19.705,2.064,0.485,0.953,1267,254,"nn.req4.old.seq","left","forewing",1178,"female","Heliconius","erato","venus","erato_venus","","wild","Colombia","","Queremal (Rio San Juan, Vereda El Digua)","n","n","n","n","n","n","n","n","n",3.500833333,-76.75722222,"","",2015,"Heliconius_erato","era.clade","era.mel","blue","solitary",0
"15N120","15N120_d.JPG",489.655,35.097,17.764,21.809,0.575,37.595,2.995,27.569,21.027,19.61,1.976,0.506,0.962,1193,392,"nn.req4.old.seq","left","forewing",1178,"female","Heliconius","erato","venus","erato_venus","","wild","Colombia","","Queremal (Rio San Juan, Vereda El Digua)","n","n","n","n","n","n","n","n","n",3.500833333,-76.75722222,"","",2015,"Heliconius_erato","era.clade","era.mel","blue","solitary",0
"15N121","15N121_d.JPG",486.845,36.117,17.163,15.523,0.581,37.968,3.82,25.635,12.629,18.552,2.104,0.475,0.967,1367,472,"nn.req4.old.seq","left","forewing",1178,"male","Heliconius","erato","venus","erato_venus","","wild","Colombia","","Queremal (Rio San Juan, Vereda El Digua)","n","n","n","n","n","n","n","n","n",3.500833333,-76.75722222,"","",2015,"Heliconius_erato","era.clade","era.mel","blue","solitary",1
"15N123","15N123_d.JPG",492.625,36.141,17.355,17.104,0.628,37.56,1.486,27.686,16.637,18.808,2.082,0.48,0.971,1287,538,"nn.req4.old.seq","left","forewing",1178,"male","Heliconius","melpomene","vulcanus","melpomene_vulcanus","","wild","Colombia","","Queremal (Rio San Juan, Vereda El Digua)","n","n","n","n","n","n","n","n","n",3.500833333,-76.75722222,"","",2015,"Heliconius_melpomene","mel.clade","era.mel","blue","solitary",1
"15N133","15N133_d.JPG",555.806,37.671,18.786,24.3,0.623,39.644,2.571,28.04,21.13,20.452,2.005,0.499,0.969,1334,373,"nn.req4.old.seq","left","forewing",1165,"male","Heliconius","melpomene","vulcanus","melpomene_vulcanus","","wild","Colombia","","Rio Bravo - Calima","n","n","n","n","n","n","n","n","n",3.88399,-76.6325,"","",2015,"Heliconius_melpomene","mel.clade","era.mel","blue","solitary",1
"15N135","15N135_d.JPG",401.965,32.277,15.857,31.388,0.518,34.266,3.773,28.842,27.994,17.576,2.036,0.491,0.954,1202,377,"nn.req4.old.seq","left","forewing",1165,"male","Heliconius","erato","chestertonii","erato_chestertonii","","wild","Colombia","","Rio Bravo - Calima","n","n","n","n","n","n","n","n","n",3.88399,-76.6325,"","",2015,"Heliconius_erato","era.clade","era.mel","rayed","solitary",1
"15N136","15N136_d.JPG",424.304,33.248,16.249,34.324,0.576,35.118,1.58,31.106,33.413,18.021,2.046,0.489,0.956,1032,383,"nn.req4.old.seq","left","forewing",1165,"male","Heliconius","erato","chestertonii","erato_chestertonii","","wild","Colombia","","Rio Bravo - Calima","n","n","n","n","n","n","n","n","n",3.88399,-76.6325,"","",2015,"Heliconius_erato","era.clade","era.mel","rayed","solitary",1
"15N143","15N143_d.JPG",529.215,37.029,18.197,24.178,0.612,38.791,1.321,30.304,24.649,19.91,2.035,0.491,0.969,1320,487,"nn.req4.old.seq","left","forewing",766,"male","Heliconius","melpomene","vulcanus","melpomene_vulcanus","","wild","Colombia","","La Elsa - Rio Digua","n","n","n","n","n","n","n","n","n",3.009458,-76.58826,"","",2015,"Heliconius_melpomene","mel.clade","era.mel","blue","solitary",1
"15N151","15N151_d.JPG",428.679,33.401,16.341,28.327,0.574,35.477,1.887,31.578,27.86,17.854,2.044,0.489,0.959,1198,505,"nn.req4.old.seq","left","forewing",766,"male","Heliconius","melpomene","vulcanus","melpomene_vulcanus","","wild","Colombia","","La Elsa - Rio Digua","n","n","n","n","n","n","n","n","n",3.009458,-76.58826,"","",2015,"Heliconius_melpomene","mel.clade","era.mel","blue","solitary",1
"15N152","15N152_d.JPG",430.172,33.254,16.471,152.86,0.527,35.173,24.055,16.272,155.394,17.964,2.019,0.495,0.961,1176,531,"nn.req4.old.seq","left","forewing",766,"male","Heliconius","melpomene","vulcanus","melpomene_vulcanus","","wild","Colombia","","La Elsa - Rio Digua","n","n","n","n","n","n","n","n","n",3.009458,-76.58826,"","",2015,"Heliconius_melpomene","mel.clade","era.mel","blue","solitary",1
"15N153","15N153_d.JPG",465.548,34.971,16.95,159.815,0.555,36.322,20.399,15.14,160.742,18.38,2.063,0.485,0.963,1167,475,"nn.req4.old.seq","left","forewing",766,"male","Heliconius","melpomene","vulcanus","melpomene_vulcanus","","wild","Colombia","","La Elsa - Rio Digua","n","n","n","n","n","n","n","n","n",3.009458,-76.58826,"","",2015,"Heliconius_melpomene","mel.clade","era.mel","blue","solitary",1
"15N154","15N154_d.JPG",547.189,38.184,18.246,26.133,0.646,39.912,3.349,27.003,24.172,19.704,2.093,0.478,0.97,1448,279,"nn.req4.old.seq","left","forewing",766,"male","Heliconius","melpomene","vulcanus","melpomene_vulcanus","","wild","Colombia","","La Elsa - Rio Digua","n","n","n","n","n","n","n","n","n",3.009458,-76.58826,"","",2015,"Heliconius_melpomene","mel.clade","era.mel","blue","solitary",1
"15N156","15N156_d.JPG",551.114,37.55,18.687,20.728,0.638,39.345,0.613,26.649,19.467,20.511,2.009,0.498,0.968,1260,391,"nn.req4.old.seq","left","forewing",766,"male","Heliconius","melpomene","vulcanus","melpomene_vulcanus","","wild","Colombia","Valle del Cauca","La Elsa - Rio Digua","n","n","n","n","n","n","n","n","n",3.53199,-76.75461,"","",2015,"Heliconius_melpomene","mel.clade","era.mel","blue","solitary",1
"15N172","15N172_d.JPG",540.725,36.804,18.707,157.824,0.657,38.433,17.97,15.07,152.995,20.397,1.967,0.508,0.972,990,515,"nn.req4.old.seq","left","forewing",1191,"male","Heliconius","melpomene","vulcanus","melpomene_vulcanus","","wild","Colombia","","Rio Bravo 3","n","n","n","n","n","n","n","n","n",3.88647,-76.58866,"","",2015,"Heliconius_melpomene","mel.clade","era.mel","blue","solitary",1
"15N192","15N192_d.JPG",496.172,36.279,17.414,20.698,0.604,38.133,0.967,27.168,20.15,18.97,2.083,0.48,0.967,1250,396,"nn.req4.old.seq","left","forewing",4,"male","Heliconius","erato","venus","erato_venus","","wild","Colombia","","San Pedro 1","n","n","n","n","n","n","n","n","n",3.83691,-77.25734,"","",2015,"Heliconius_erato","era.clade","era.mel","blue","solitary",1
"15N193","15N193_d.JPG",463.853,34.469,17.134,24.138,0.604,36.182,4.528,32.922,30.644,18.907,2.012,0.497,0.958,1211,505,"nn.req4.old.seq","left","forewing",4,"female","Heliconius","erato","venus","erato_venus","","wild","Colombia","","San Pedro 1","n","n","n","n","n","n","n","n","n",3.83691,-77.25734,"","",2015,"Heliconius_erato","era.clade","era.mel","blue","solitary",0
"15N194","15N194_d.JPG",545.299,38.477,18.045,29.122,0.566,40.224,3.608,32.521,32.842,19.815,2.132,0.469,0.968,1407,360,"nn.req4.old.seq","left","forewing",4,"male","Heliconius","erato","venus","erato_venus","","wild","Colombia","","San Pedro 1","n","n","n","n","n","n","n","n","n",3.83691,-77.25734,"","",2015,"Heliconius_erato","era.clade","era.mel","blue","solitary",1
"15N195","15N195_d.JPG",481.268,36.021,17.011,28.121,0.617,37.269,3.042,30.233,33.489,18.175,2.117,0.472,0.975,1254,339,"nn.req4.old.seq","left","forewing",4,"male","Heliconius","erato","venus","erato_venus","","wild","Colombia","","San Pedro 1","n","n","n","n","n","n","n","n","n",3.83691,-77.25734,"","",2015,"Heliconius_erato","era.clade","era.mel","blue","solitary",1
"15N238","15N238_d.JPG",451.538,34.447,16.69,19.336,0.604,37.01,5.707,27.38,21.415,18.502,2.064,0.485,0.953,1467,447,"nn.req4.old.seq","left","forewing",76,"female","Heliconius","erato","venus","erato_venus","","wild","Colombia","","Amargal 1","n","n","n","n","n","n","n","n","n",5.57187,-77.5021,"","",2015,"Heliconius_erato","era.clade","era.mel","blue","solitary",0
"15N239","15N239_d.JPG",461.986,34.312,17.143,13.618,0.594,36.984,2.429,23.701,14.249,18.653,2.001,0.5,0.965,1298,417,"nn.req4.old.seq","left","forewing",76,"female","Heliconius","erato","venus","erato_venus","","wild","Colombia","","Amargal 1","n","n","n","n","n","n","n","n","n",5.57187,-77.5021,"","",2015,"Heliconius_erato","era.clade","era.mel","blue","solitary",0
"15N240","15N240_d.JPG",606.623,39.274,19.666,21.168,0.655,40.549,2.594,28.795,22.284,21.348,1.997,0.501,0.973,1326,375,"nn.req4.old.seq","left","forewing",76,"male","Heliconius","melpomene","vulcanus","melpomene_vulcanus","","wild","Colombia","","Amargal 1","n","n","n","n","n","n","n","n","n",5.57187,-77.5021,"","",2015,"Heliconius_melpomene","mel.clade","era.mel","blue","solitary",1
"15N241","15N241_d.JPG",514.22,36.213,18.08,16.929,0.64,38.353,1.108,24.314,17.388,19.933,2.003,0.499,0.959,1244,325,"nn.req4.old.seq","left","forewing",76,"female","Heliconius","erato","venus","erato_venus","","wild","Colombia","","Amargal 1","n","n","n","n","n","n","n","n","n",5.57187,-77.5021,"","",2015,"Heliconius_erato","era.clade","era.mel","blue","solitary",0
"15N260","15N260_d.JPG",573.128,38.107,19.149,28.005,0.609,39.519,4.717,30.328,31.357,20.594,1.99,0.503,0.966,1284,275,"nn.req4.old.seq","left","forewing",76,"male","Heliconius","melpomene","vulcanus","melpomene_vulcanus","","wild","Colombia","","Amargal 1","n","n","n","n","n","n","n","n","n",5.57187,-77.5021,"","",2015,"Heliconius_melpomene","mel.clade","era.mel","blue","solitary",1
"15N261","15N261_d.JPG",426.28,33.284,16.307,23.338,0.637,34.562,4.858,30.021,26.985,17.551,2.041,0.49,0.968,1252,488,"nn.req4.old.seq","left","forewing",76,"male","Heliconius","erato","venus","erato_venus","","wild","Colombia","","Amargal 1","n","n","n","n","n","n","n","n","n",5.57187,-77.5021,"","",2015,"Heliconius_erato","era.clade","era.mel","blue","solitary",1
"15N281","15N281_d.JPG",509.841,37.003,17.543,20.118,0.607,38.255,1.651,31.908,27.181,18.738,2.109,0.474,0.968,1246,503,"nn.req4.old.seq","left","forewing",38,"male","Heliconius","melpomene","vulcanus","melpomene_vulcanus","","wild","Colombia","","Amargal Station","n","n","n","n","n","n","n","n","n",5.57339,-77.5017,"","",2015,"Heliconius_melpomene","mel.clade","era.mel","blue","solitary",1
"15N299","15N299_d.JPG",522.742,37.571,17.715,32.825,0.622,38.747,5.33,32.568,36.661,19.081,2.121,0.472,0.97,1339,292,"nn.req4.old.seq","left","forewing",76,"male","Heliconius","melpomene","vulcanus","melpomene_vulcanus","","wild","Colombia","","Amargal 1","n","n","n","n","n","n","n","n","n",5.57187,-77.5021,"","",2015,"Heliconius_melpomene","mel.clade","era.mel","blue","solitary",1
"15N306","15N306_d.JPG",590.145,38.51,19.512,26.384,0.636,39.923,0.825,29.125,25.733,21.206,1.974,0.507,0.972,1240,319,"nn.req4.old.seq","left","forewing",76,"male","Heliconius","melpomene","vulcanus","melpomene_vulcanus","","wild","Colombia","Choco","Amargal 1","n","n","n","n","n","n","n","n","n",5.57187,-77.50211,"","",2015,"Heliconius_melpomene","mel.clade","era.mel","blue","solitary",1
"15N309","15N309_d.JPG",496.178,35.839,17.627,153.596,0.65,37.782,19.715,12.523,152.651,19.024,2.033,0.492,0.976,1067,426,"nn.req4.old.seq","left","forewing",76,"male","Heliconius","erato","venus","erato_venus","","wild","Colombia","","Amargal 1","n","n","n","n","n","n","n","n","n",5.57187,-77.50211,"","",2015,"Heliconius_erato","era.clade","era.mel","blue","solitary",1
"15N320","15N320_d.JPG",416.964,33.239,15.972,15.778,0.578,35.474,3.655,27.38,14.082,17.668,2.081,0.481,0.957,1264,551,"nn.req4.old.seq","left","forewing",29,"female","Heliconius","erato","venus","erato_venus","","wild","Colombia","","Fondiadero","n","n","n","n","n","n","n","n","n",7.48767,-78.1273,"","",2015,"Heliconius_erato","era.clade","era.mel","blue","solitary",0
"15N323","15N323_d.JPG",394.351,33.01,15.211,32.675,0.615,34.775,3.019,27.356,31.89,16.731,2.17,0.461,0.968,1184,284,"nn.req4.old.seq","left","forewing",29,"male","Heliconius","erato","venus","erato_venus","","wild","Colombia","","Fondiadero","n","n","n","n","n","n","n","n","n",7.48767,-78.1273,"","",2015,"Heliconius_erato","era.clade","era.mel","blue","solitary",1
"15N435","15N435_d.JPG",534.215,37.633,18.074,22.821,0.628,39.393,4.174,23.088,20.464,19.612,2.082,0.48,0.976,1444,218,"nn.req4.old.seq","left","forewing",49,"male","Heliconius","melpomene","vulcanus","melpomene_vulcanus","","wild","Colombia","","Rio Jaque 2","n","n","n","n","n","n","n","n","n",7.53174,-78.1746,"","",2015,"Heliconius_melpomene","mel.clade","era.mel","blue","solitary",1
"15N443","15N443_d.JPG",501.846,36.388,17.56,23.703,0.6,37.96,2.665,26.295,21.464,18.94,2.072,0.483,0.968,1181,332,"nn.req4.old.seq","left","forewing",42,"male","Heliconius","melpomene","vulcanus","melpomene_vulcanus","","wild","Colombia","","Jaque trail 2","n","n","n","n","n","n","n","n","n",7.50385,-78.1388,"","",2015,"Heliconius_melpomene","mel.clade","era.mel","blue","solitary",1
"16N020","16N020_d.JPG",477.432,34.994,17.371,28.653,0.634,36.454,2.594,30.658,31.428,18.802,2.014,0.496,0.969,1150,363,"nn.req4.old.seq","left","forewing",19,"male","Heliconius","melpomene","vulcanus","melpomene_vulcanus","","wild","Colombia","Choco","Playa Flores 3","n","n","n","n","n","n","n","n","n",6.38765,-77.38557,"","",2016,"Heliconius_melpomene","mel.clade","era.mel","blue","solitary",1
"16N047","16N047_d.JPG",500.774,35.868,17.776,28.629,0.639,37.846,5.636,29.526,24.952,19.137,2.018,0.496,0.97,1450,389,"nn.req4.old.seq","left","forewing",30,"male","Heliconius","melpomene","vulcanus","melpomene_vulcanus","","wild","Colombia","Choco","Playa Flores","n","n","n","n","n","n","n","n","n",6.38765,-77.38557,"","",2016,"Heliconius_melpomene","mel.clade","era.mel","blue","solitary",1
"16N048","16N048_d.JPG",474.37,36.433,16.578,24.37,0.613,37.956,4.08,27.875,22.773,18.391,2.198,0.455,0.963,1375,418,"nn.req4.old.seq","left","forewing",30,"male","Heliconius","melpomene","vulcanus","melpomene_vulcanus","","wild","Colombia","Choco","Playa Flores","n","n","n","n","n","n","n","n","n",6.38765,-77.38557,"","",2016,"Heliconius_melpomene","mel.clade","era.mel","blue","solitary",1
"16N068","16N068_d.JPG",455.415,34.153,16.978,23.6,0.621,35.619,2.547,28.441,22.541,18.423,2.012,0.497,0.968,1229,487,"nn.req4.old.seq","left","forewing",24,"male","Heliconius","melpomene","vulcanus","melpomene_vulcanus","","wild","Colombia","Choco","Cocalito","n","n","n","n","n","n","n","n","n",6.38504,-77.40251,"","",2016,"Heliconius_melpomene","mel.clade","era.mel","blue","solitary",1
"16N072","16N072_d.JPG",589.695,38.668,19.417,30.593,0.635,40.461,3.773,29.337,33.783,21.205,1.991,0.502,0.97,1357,190,"nn.req4.old.seq","left","forewing",29,"male","Heliconius","melpomene","vulcanus x melpomene","melpomene_vulcanus x melpomene","","wild","Colombia","Choco","Cocalito 2 ","n","n","n","n","n","n","n","n","n",6.38504,-77.40251,"","",2016,"Heliconius_melpomene","mel.clade","era.mel","hybrid","solitary",1
"16N077","16N077_d.JPG",570.682,38.221,19.011,23.801,0.648,40.366,0.495,27.191,22.355,20.822,2.011,0.497,0.97,1284,333,"nn.req4.old.seq","left","forewing",24,"male","Heliconius","melpomene","vulcanus","melpomene_vulcanus","","wild","Colombia","Choco","Cocalito","n","n","n","n","n","n","n","n","n",6.38504,-77.40251,"","",2016,"Heliconius_melpomene","mel.clade","era.mel","blue","solitary",1
"16N078","16N078_d.JPG",534.932,37.633,18.098,28.361,0.632,39.491,3.325,28.606,27.376,19.356,2.079,0.481,0.968,1393,334,"nn.req4.old.seq","left","forewing",24,"male","Heliconius","melpomene","vulcanus","melpomene_vulcanus","","wild","Colombia","Choco","Cocalito","n","n","n","n","n","n","n","n","n",6.38504,-77.40251,"","",2016,"Heliconius_melpomene","mel.clade","era.mel","blue","solitary",1
"16N091","16N091_d.JPG",558.075,38.192,18.605,30.731,0.626,40.076,5.235,27.71,29.159,20.37,2.053,0.487,0.969,1438,209,"nn.req4.old.seq","left","forewing",39,"male","Heliconius","melpomene","vulcanus","melpomene_vulcanus","","wild","Colombia","Choco","Potes 2 ","n","n","n","n","n","n","n","n","n",6.3495,-77.36697,"","",2016,"Heliconius_melpomene","mel.clade","era.mel","blue","solitary",1
"16N093","16N093_d.JPG",455.706,34.004,17.063,23.628,0.595,35.487,4.787,24.715,21.193,18.513,1.993,0.502,0.967,1288,335,"nn.req4.old.seq","left","forewing",39,"male","Heliconius","melpomene","vulcanus","melpomene_vulcanus","","wild","Colombia","Choco","Potes 2 ","n","n","n","n","n","n","n","n","n",6.3495,-77.36697,"","",2016,"Heliconius_melpomene","mel.clade","era.mel","blue","solitary",1
"CAM040908","CAM040908_d.JPG",318.493,31.384,12.921,22.211,0.527,33.095,5.215,28.652,23.327,14.42,2.429,0.412,0.957,1518,650,"gmk17","right","forewing",1537,"female","Heliconius","clysonymus","hygiana","clysonymus_hygiana","","wild","Ecuador","Pichincha","Mindo Tarabita 2","n","n","n","0","n","n","n","n","n",-0.09343,-78.75458,"","",2018,"Heliconius_clysonymus","era.clade","tele","black.yellow.red","solitary",0
"CAM000003","CAM000003_d.JPG",478.815,35.568,17.14,22.452,0.621,37.647,3.443,28.501,24.062,18.856,2.075,0.482,0.968,1676,516,"cam.coll","right","forewing",1675,"male","Heliconius","melpomene","melpomene","melpomene_melpomene","","wild","Colombia","Cundinamarca","Virgen de Chirajara near Guayabetal (just after shrine towards Villavicencio),","n","n","n","","n","n","n","n","n",4.265,-73.7974,"","",1998,"Heliconius_melpomene","mel.clade","era.mel","rayed","solitary",1
"CAM000004","CAM000004_d.JPG",569.73,37.297,19.449,28.255,0.608,39.294,4.066,29.551,31.455,21.075,1.918,0.521,0.971,1641,316,"cam.coll","right","forewing",1675,"male","Heliconius","melpomene","melpomene","melpomene_melpomene","","wild","Colombia","Cundinamarca","Virgen de Chirajara near Guayabetal (just after shrine towards Villavicencio),","n","n","n","","n","n","n","n","n",4.265,-73.7974,"","",1998,"Heliconius_melpomene","mel.clade","era.mel","rayed","solitary",1
